下料批次号,零件名,面料号,零件外轮廓线坐标
L0002,s000262,2,"[[4825.0,1213.0],[5025.0,1213.0],[5025.0,1253.0],[4825.0,1253.0],[4825.0,1213.0]]"
L0002,s000263,2,"[[10809.0,498.0],[10827.100000000006,498.5999999999999],[10846.200000000012,499.4000000000001],[10865.899999999994,500.4000000000001],[10885.600000000006,501.5999999999999],[10906.100000000006,503.0],[10926.600000000006,504.70000000000005],[10945.700000000012,506.29999999999995],[10964.600000000006,508.0999999999999],[10972.200000000012,508.9000000000001],[10979.899999999994,509.70000000000005],[10987.700000000012,510.5999999999999],[10995.799999999988,511.5999999999999],[11001.600000000006,509.5],[11008.200000000012,510.9000000000001],[11014.399999999994,512.3],[11020.5,513.5],[11026.5,514.8],[11034.399999999994,516.4000000000001],[11042.399999999994,518.0],[11058.5,521.0],[11064.600000000006,521.9000000000001],[11070.700000000012,522.7],[11075.100000000006,523.0999999999999],[11079.600000000006,523.4000000000001],[11088.5,523.5999999999999],[11098.200000000012,523.7],[11107.799999999988,523.4000000000001],[11109.799999999988,523.3],[11113.600000000006,523.0],[11119.299999999988,522.5],[11130.799999999988,521.0999999999999],[11144.100000000006,519.3],[11157.399999999994,517.2],[11170.799999999988,514.7],[11184.200000000012,512.0999999999999],[11198.399999999994,509.20000000000005],[11205.299999999988,507.79999999999995],[11212.100000000006,506.4000000000001],[11216.5,505.5999999999999],[11220.899999999994,504.70000000000005],[11225.600000000006,503.9000000000001],[11230.600000000006,502.9000000000001],[11231.899999999994,507.20000000000005],[11233.299999999988,511.5],[11234.799999999988,515.0999999999999],[11236.5,518.5999999999999],[11238.299999999988,521.5999999999999],[11240.200000000012,524.4000000000001],[11242.700000000012,527.2],[11245.299999999988,529.9000000000001],[11248.100000000006,532.4000000000001],[11250.5,533.9000000000001],[11253.200000000012,535.0999999999999],[11257.899999999994,536.8],[11262.600000000006,538.0999999999999],[11268.100000000006,539.2],[11273.700000000012,539.9000000000001],[11280.899999999994,540.3],[11288.200000000012,540.2],[11294.600000000006,539.9000000000001],[11301.0,539.2],[11309.200000000012,537.9000000000001],[11317.399999999994,536.2],[11326.100000000006,534.0],[11332.799999999988,532.0],[11334.700000000012,531.4000000000001],[11344.200000000012,528.0999999999999],[11353.600000000006,524.3],[11366.5,518.8],[11379.200000000012,513.0],[11386.700000000012,509.5999999999999],[11394.5,505.9000000000001],[11399.0,503.5999999999999],[11403.600000000006,501.29999999999995],[11408.200000000012,498.9000000000001],[11412.700000000012,496.5999999999999],[11417.0,494.29999999999995],[11420.899999999994,492.20000000000005],[11424.5,490.29999999999995],[11426.100000000006,489.4000000000001],[11427.5,488.5999999999999],[11428.600000000006,488.0999999999999],[11429.700000000012,487.5],[11430.5,487.0999999999999],[11431.399999999994,486.5999999999999],[11432.399999999994,486.0999999999999],[11433.600000000006,485.4000000000001],[11435.5,488.5999999999999],[11437.299999999988,491.5],[11440.600000000006,497.29999999999995],[11443.0,501.5],[11445.299999999988,505.79999999999995],[11449.799999999988,514.7],[11450.200000000012,515.5],[11455.200000000012,525.7],[11460.5,536.5999999999999],[11469.700000000012,556.4000000000001],[11479.799999999988,578.8000000000002],[11484.299999999988,588.4000000000001],[11488.5,597.4000000000001],[11488.899999999994,598.1999999999998],[11492.0,604.6999999999998],[11495.200000000012,611.1999999999998],[11498.299999999988,617.5],[11501.299999999988,623.5999999999999],[11498.100000000006,624.1999999999998],[11495.299999999988,624.8000000000002],[11492.700000000012,625.4000000000001],[11490.100000000006,625.9000000000001],[11484.899999999994,627.0],[11479.299999999988,628.0999999999999],[11473.700000000012,629.4000000000001],[11468.0,630.8000000000002],[11465.600000000006,631.4000000000001],[11463.299999999988,632.1999999999998],[11461.100000000006,633.3000000000002],[11459.100000000006,634.5999999999999],[11457.100000000006,636.3000000000002],[11455.399999999994,638.1999999999998],[11454.5,639.5999999999999],[11453.799999999988,641.0],[11452.600000000006,644.0999999999999],[11452.100000000006,646.0],[11451.799999999988,647.3000000000002],[11451.100000000006,650.6999999999998],[11449.299999999988,661.4000000000001],[11448.399999999994,666.6999999999998],[11447.5,672.0],[11446.700000000012,677.0],[11445.899999999994,681.9000000000001],[11445.200000000012,686.4000000000001],[11444.600000000006,690.5],[11442.299999999988,732.1999999999998],[11435.200000000012,733.0999999999999],[11427.799999999988,734.0999999999999],[11420.100000000006,735.0999999999999],[11412.100000000006,736.0999999999999],[11403.799999999988,737.0999999999999],[11395.299999999988,738.1999999999998],[11386.700000000012,739.3000000000002],[11377.899999999994,740.4000000000001],[11359.899999999994,742.5999999999999],[11341.700000000012,744.8000000000002],[11323.5,746.9000000000001],[11305.700000000012,748.9000000000001],[11292.5,750.4000000000001],[11279.5,751.6999999999998],[11253.799999999988,754.0999999999999],[11235.100000000006,755.5999999999999],[11215.5,756.8000000000002],[11197.600000000006,757.5],[11179.5,757.8000000000002],[11157.600000000006,757.8000000000002],[11146.700000000012,757.5],[11135.899999999994,757.0999999999999],[11127.100000000006,756.5999999999999],[11118.200000000012,756.0],[11109.200000000012,755.4000000000001],[11099.799999999988,754.6999999999998],[11099.5,750.4000000000001],[11070.700000000012,750.0999999999999],[11041.899999999994,749.5],[11027.299999999988,749.0],[11012.700000000012,748.4000000000001],[10998.200000000012,747.5],[10983.600000000006,746.4000000000001],[10970.0,745.1999999999998],[10956.299999999988,743.9000000000001],[10941.100000000006,742.4000000000001],[10933.399999999994,741.5999999999999],[10925.799999999988,740.5999999999999],[10917.700000000012,739.3000000000002],[10909.600000000006,737.9000000000001],[10893.399999999994,734.8000000000002],[10875.299999999988,731.0999999999999],[10866.299999999988,729.0],[10857.399999999994,726.9000000000001],[10849.600000000006,724.8000000000002],[10842.0,722.6999999999998],[10826.700000000012,718.0999999999999],[10816.0,714.5999999999999],[10805.5,711.0],[10796.799999999988,707.6999999999998],[10788.200000000012,704.0999999999999],[10780.299999999988,700.6999999999998],[10776.5,698.8000000000002],[10772.799999999988,696.5999999999999],[10767.899999999994,693.4000000000001],[10763.100000000006,689.9000000000001],[10760.0,687.5999999999999],[10757.200000000012,685.0999999999999],[10755.600000000006,683.1999999999998],[10754.100000000006,681.3000000000002],[10751.5,677.0999999999999],[10749.200000000012,672.8000000000002],[10747.299999999988,668.4000000000001],[10746.200000000012,665.4000000000001],[10745.299999999988,662.4000000000001],[10743.700000000012,656.1999999999998],[10742.600000000006,651.5],[10742.200000000012,649.1999999999998],[10741.799999999988,647.0],[10741.600000000006,644.8000000000002],[10741.5,643.5],[10741.5,642.0999999999999],[10713.399999999994,641.4000000000001],[10728.600000000006,495.29999999999995],[10739.200000000012,495.5999999999999],[10750.200000000012,496.0],[10761.299999999988,496.4000000000001],[10772.399999999994,496.70000000000005],[10788.100000000006,497.20000000000005],[10808.0,498.0],[10809.0,498.0]]"
L0002,s000264,2,"[[15318.0,372.0],[15318.100000000006,374.0],[15318.200000000012,375.8000000000002],[15318.200000000012,377.4000000000001],[15318.299999999988,378.8000000000002],[15318.299999999988,381.3000000000002],[15318.399999999994,383.5999999999999],[15318.600000000006,387.9000000000001],[15318.799999999988,392.5999999999999],[15319.0,397.5999999999999],[15319.299999999988,402.6999999999998],[15319.5,407.9000000000001],[15319.799999999988,412.9000000000001],[15320.0,417.6999999999998],[15320.200000000012,422.0],[15095.100000000006,422.1999999999998],[15094.0,421.1999999999998],[15093.0,420.3000000000002],[15091.100000000006,418.6999999999998],[15089.200000000012,417.0],[15087.100000000006,415.4000000000001],[15085.100000000006,413.6999999999998],[15083.299999999988,412.1999999999998],[15087.299999999988,408.9000000000001],[15091.100000000006,405.8000000000002],[15096.0,401.5],[15098.299999999988,399.3000000000002],[15100.5,396.8000000000002],[15102.100000000006,394.8000000000002],[15103.5,392.6999999999998],[15106.299999999988,388.3000000000002],[15109.799999999988,382.1999999999998],[15111.5,379.1999999999998],[15113.100000000006,376.4000000000001],[15114.600000000006,376.0],[15116.200000000012,375.5999999999999],[15119.600000000006,374.8000000000002],[15123.200000000012,373.9000000000001],[15126.799999999988,373.0],[15130.200000000012,372.1999999999998],[15131.799999999988,371.8000000000002],[15133.200000000012,371.4000000000001],[15134.399999999994,371.0999999999999],[15135.5,370.9000000000001],[15136.399999999994,370.5999999999999],[15137.200000000012,370.5],[15138.5,370.1999999999998],[15138.600000000006,372.1999999999998],[15318.0,372.0]]"
L0002,s000265,2,"[[14506.0,531.0],[14506.100000000006,528.4],[14506.5,523.7],[14506.899999999994,519.3],[14507.5,515.2],[14508.200000000012,511.5],[14508.600000000006,509.6],[14509.100000000006,507.5],[14509.399999999994,506.29999999999995],[14509.700000000012,505.0],[14510.100000000006,503.5],[14510.600000000006,501.70000000000005],[14527.899999999994,506.20000000000005],[14544.600000000006,510.5],[14545.5,510.70000000000005],[14580.700000000012,519.9],[14613.5,528.6],[14646.299999999988,537.3],[14668.100000000006,542.9],[14690.0,548.2],[14702.100000000006,551.1],[14714.299999999988,553.7],[14723.799999999988,555.5999999999999],[14733.299999999988,557.4000000000001],[14744.899999999994,559.7],[14760.399999999994,562.5],[14775.899999999994,565.2],[14794.700000000012,568.3],[14813.700000000012,571.2],[14833.200000000012,573.5999999999999],[14852.700000000012,575.5999999999999],[14869.600000000006,577.0],[14886.5,578.3],[14906.600000000006,579.5999999999999],[14926.700000000012,580.8],[14946.799999999988,581.9000000000001],[14967.0,582.9000000000001],[14988.5,583.5999999999999],[15010.0,584.0999999999999],[15044.299999999988,584.5999999999999],[15061.399999999994,584.8],[15078.600000000006,584.8],[15092.5,584.5999999999999],[15109.899999999994,584.5],[15118.700000000012,584.4000000000001],[15127.600000000006,584.4000000000001],[15144.600000000006,584.3],[15151.700000000012,584.2],[15161.600000000006,584.0999999999999],[15169.899999999994,584.0],[15178.0,583.8],[15185.899999999994,583.7],[15193.399999999994,583.5999999999999],[15199.700000000012,583.4000000000001],[15203.0,583.3],[15206.299999999988,583.2],[15209.899999999994,583.2],[15213.700000000012,583.0999999999999],[15217.799999999988,583.0],[15222.299999999988,582.8],[15197.299999999988,667.0],[15192.0,708.5999999999999],[15091.100000000006,708.5999999999999],[15078.299999999988,708.7],[15065.799999999988,708.7],[15040.899999999994,708.5999999999999],[15014.100000000006,708.0999999999999],[14987.299999999988,706.9000000000001],[14969.399999999994,705.8],[14951.5,704.4000000000001],[14940.700000000012,703.4000000000001],[14930.0,702.3],[14916.100000000006,700.5],[14902.100000000006,698.4000000000001],[14889.200000000012,696.2],[14876.200000000012,693.8],[14869.899999999994,692.5999999999999],[14863.799999999988,691.4000000000001],[14857.899999999994,690.2],[14852.399999999994,689.0999999999999],[14852.899999999994,685.0],[14841.100000000006,683.3],[14829.200000000012,681.5999999999999],[14805.0,678.2],[14783.299999999988,675.0],[14772.5,673.2],[14761.700000000012,671.3],[14743.100000000006,667.5999999999999],[14724.899999999994,664.0],[14711.600000000006,661.0999999999999],[14698.600000000006,658.0999999999999],[14685.600000000006,654.7],[14672.700000000012,651.0],[14659.899999999994,647.0],[14647.200000000012,642.5999999999999],[14636.200000000012,638.5],[14625.299999999988,634.4000000000001],[14603.5,626.0],[14594.200000000012,622.3],[14585.0,618.5],[14575.799999999988,614.5999999999999],[14566.700000000012,610.4000000000001],[14557.799999999988,605.9000000000001],[14549.0,601.2],[14540.5,596.0999999999999],[14532.200000000012,590.5999999999999],[14528.299999999988,587.7],[14524.600000000006,584.5999999999999],[14521.899999999994,582.2],[14519.299999999988,579.5999999999999],[14517.0,576.8],[14514.899999999994,573.9000000000001],[14513.100000000006,571.0],[14511.600000000006,568.0],[14510.299999999988,564.9000000000001],[14509.100000000006,561.7],[14508.200000000012,558.4000000000001],[14507.5,555.0],[14506.899999999994,551.6],[14506.399999999994,548.0],[14506.0,543.1],[14505.899999999994,538.2],[14505.899999999994,533.2],[14506.0,531.0]]"
L0002,s000266,2,"[[14340.0,5.0],[14343.700000000012,5.599999999999909],[14347.600000000006,6.099999999999909],[14355.299999999988,7.2000000000000455],[14362.399999999994,8.200000000000045],[14369.399999999994,9.0],[14377.0,9.700000000000045],[14384.5,10.299999999999955],[14394.0,10.900000000000091],[14413.0,11.700000000000045],[14453.0,11.700000000000045],[14467.700000000012,11.799999999999955],[14475.0,11.799999999999955],[14482.200000000012,11.900000000000091],[14489.299999999988,12.0],[14496.299999999988,12.0],[14504.600000000006,12.099999999999909],[14522.0,12.099999999999909],[14526.700000000012,12.200000000000045],[14531.700000000012,12.200000000000045],[14531.700000000012,32.200000000000045],[14530.0,125.09999999999991],[14510.0,125.09999999999991],[14509.600000000006,124.80000000000018],[14508.799999999988,124.5],[14507.899999999994,124.0],[14505.299999999988,122.69999999999982],[14503.799999999988,121.90000000000009],[14502.100000000006,121.09999999999991],[14500.299999999988,120.19999999999982],[14498.399999999994,119.19999999999982],[14496.399999999994,118.30000000000018],[14492.299999999988,116.19999999999982],[14488.200000000012,114.19999999999982],[14486.200000000012,113.30000000000018],[14484.200000000012,112.30000000000018],[14481.700000000012,111.19999999999982],[14477.100000000006,109.0],[14475.0,108.09999999999991],[14470.700000000012,106.40000000000009],[14466.399999999994,104.80000000000018],[14463.600000000006,104.0],[14460.600000000006,103.09999999999991],[14457.700000000012,102.40000000000009],[14454.700000000012,101.69999999999982],[14448.899999999994,100.5],[14443.100000000006,99.59999999999991],[14439.399999999994,99.19999999999982],[14435.600000000006,98.80000000000018],[14428.0,98.09999999999991],[14418.200000000012,97.30000000000018],[14408.299999999988,96.59999999999991],[14392.100000000006,95.80000000000018],[14385.299999999988,95.40000000000009],[14381.899999999994,95.09999999999991],[14378.5,94.59999999999991],[14374.799999999988,94.09999999999991],[14371.0,93.40000000000009],[14367.0,92.80000000000018],[14363.100000000006,92.0],[14359.5,91.19999999999982],[14355.899999999994,90.19999999999982],[14352.600000000006,89.19999999999982],[14350.899999999994,88.59999999999991],[14349.299999999988,88.0],[14344.899999999994,85.80000000000018],[14343.0,84.80000000000018],[14341.200000000012,83.69999999999982],[14337.799999999988,81.5],[14335.0,79.5],[14333.0,77.90000000000009],[14331.100000000006,76.30000000000018],[14328.0,73.30000000000018],[14325.799999999988,70.80000000000018],[14323.700000000012,68.40000000000009],[14320.5,64.5],[14318.799999999988,62.5],[14317.200000000012,60.40000000000009],[14313.399999999994,55.59999999999991],[14311.600000000006,53.40000000000009],[14310.799999999988,52.40000000000009],[14310.100000000006,51.5],[14310.100000000006,31.5],[14320.0,5.0],[14340.0,5.0]]"
L0002,s000267,2,"[[3189.0,634.0],[3189.0,816.0],[3108.7999999999884,816.0],[3108.7999999999884,634.0],[3189.0,634.0]]"
L0002,s000268,2,"[[16081.0,1199.0],[16081.0,1406.1],[15919.0,1406.1],[15919.0,1199.0],[16081.0,1199.0]]"
L0002,s000269,2,"[[16057.0,439.0],[16052.600000000006,490.5999999999999],[15999.899999999994,490.5999999999999],[15991.5,490.6999999999998],[15987.899999999994,490.5999999999999],[15978.700000000012,490.5999999999999],[15977.100000000006,490.5],[15973.5,490.1999999999998],[15971.399999999994,489.8000000000002],[15969.5,489.4000000000001],[15968.0,489.0999999999999],[15966.700000000012,488.6999999999998],[15965.799999999988,488.5],[15964.700000000012,488.1999999999998],[15963.399999999994,487.9000000000001],[15961.899999999994,487.4000000000001],[15960.5,486.9000000000001],[15958.899999999994,486.29999999999995],[15957.100000000006,485.5],[15955.200000000012,484.5],[15954.100000000006,483.9000000000001],[15952.5,482.79999999999995],[15951.100000000006,481.79999999999995],[15949.899999999994,480.79999999999995],[15949.0,480.0],[15948.100000000006,479.20000000000005],[15947.399999999994,478.5],[15946.200000000012,477.29999999999995],[15945.0,476.20000000000005],[15943.399999999994,474.5999999999999],[15942.5,473.5],[15941.5,472.4000000000001],[15939.399999999994,469.5999999999999],[15937.200000000012,465.70000000000005],[15936.399999999994,463.79999999999995],[15935.700000000012,461.9000000000001],[15935.100000000006,460.20000000000005],[15934.700000000012,458.5999999999999],[15934.0,455.9000000000001],[15933.700000000012,454.29999999999995],[15933.399999999994,452.79999999999995],[15933.100000000006,450.4000000000001],[15932.799999999988,447.9000000000001],[15932.700000000012,446.20000000000005],[15932.700000000012,441.20000000000005],[15932.600000000006,439.5],[15932.600000000006,437.70000000000005],[15932.700000000012,434.0999999999999],[15932.799999999988,430.70000000000005],[15932.899999999994,427.79999999999995],[15933.200000000012,422.4000000000001],[15933.600000000006,417.0999999999999],[15934.0,412.29999999999995],[15935.100000000006,398.70000000000005],[15936.899999999994,376.5],[15937.899999999994,365.20000000000005],[15939.0,353.0],[15940.100000000006,341.29999999999995],[15940.899999999994,332.0],[15942.100000000006,318.4000000000001],[15942.5,314.70000000000005],[15943.5,305.70000000000005],[15943.899999999994,302.9000000000001],[15944.700000000012,297.5999999999999],[15945.0,295.29999999999995],[15945.399999999994,293.20000000000005],[15945.899999999994,290.9000000000001],[15946.200000000012,289.70000000000005],[15946.5,288.5999999999999],[15946.700000000012,287.70000000000005],[15946.899999999994,286.9000000000001],[15947.100000000006,286.0999999999999],[15947.299999999988,285.20000000000005],[15947.600000000006,284.0],[15948.0,282.5999999999999],[15948.5,280.9000000000001],[15949.100000000006,279.0999999999999],[15950.899999999994,275.20000000000005],[15952.899999999994,271.79999999999995],[15954.200000000012,269.70000000000005],[15955.5,267.9000000000001],[15956.700000000012,266.4000000000001],[15957.600000000006,265.20000000000005],[15960.700000000012,261.20000000000005],[15965.200000000012,258.79999999999995],[15966.399999999994,258.0999999999999],[15968.700000000012,257.0],[15971.399999999994,255.5999999999999],[15974.200000000012,254.5],[15977.299999999988,253.4000000000001],[15982.0,252.29999999999995],[15985.600000000006,251.79999999999995],[15989.200000000012,251.5999999999999],[15992.399999999994,251.5999999999999],[15994.399999999994,251.79999999999995],[15996.399999999994,252.0],[15998.899999999994,252.29999999999995],[16000.200000000012,252.5],[16001.200000000012,252.70000000000005],[16004.399999999994,253.20000000000005],[16010.5,254.4000000000001],[16015.799999999988,255.5999999999999],[16024.399999999994,257.5],[16032.700000000012,259.29999999999995],[16037.399999999994,260.29999999999995],[16042.0,261.20000000000005],[16046.200000000012,262.0999999999999],[16050.0,262.9000000000001],[16071.700000000012,267.5],[16057.0,439.0]]"
L0002,s000270,2,"[[15027.0,429.0],[15044.100000000006,429.5],[15061.200000000012,430.3000000000002],[15078.399999999994,431.4000000000001],[15095.5,432.6999999999998],[15143.899999999994,436.0],[15195.200000000012,439.6999999999998],[15214.799999999988,441.1999999999998],[15234.399999999994,442.5999999999999],[15245.200000000012,443.1999999999998],[15256.0,443.6999999999998],[15266.899999999994,443.8000000000002],[15277.700000000012,443.5999999999999],[15289.299999999988,442.8000000000002],[15300.899999999994,441.5],[15311.899999999994,440.0],[15322.899999999994,438.4000000000001],[15327.100000000006,437.5999999999999],[15333.899999999994,436.5],[15344.899999999994,434.5],[15373.0,429.0],[15387.799999999988,425.9000000000001],[15402.600000000006,422.9000000000001],[15415.899999999994,420.5],[15429.299999999988,418.5],[15441.899999999994,416.8000000000002],[15454.700000000012,415.4000000000001],[15469.700000000012,413.9000000000001],[15477.200000000012,413.0999999999999],[15484.399999999994,412.5],[15485.700000000012,425.4000000000001],[15479.899999999994,428.5],[15474.0,431.8000000000002],[15468.799999999988,434.9000000000001],[15463.700000000012,438.1999999999998],[15458.799999999988,441.9000000000001],[15454.100000000006,445.8000000000002],[15449.899999999994,449.9000000000001],[15446.100000000006,454.4000000000001],[15444.100000000006,457.3000000000002],[15442.200000000012,460.1999999999998],[15438.799999999988,466.4000000000001],[15436.700000000012,470.8000000000002],[15434.899999999994,475.1999999999998],[15433.200000000012,480.4000000000001],[15431.799999999988,485.6999999999998],[15430.899999999994,490.3000000000002],[15430.399999999994,494.9000000000001],[15430.200000000012,499.0999999999999],[15430.200000000012,503.3000000000002],[15430.5,507.5],[15430.899999999994,511.6999999999998],[15431.5,516.1999999999998],[15432.299999999988,520.5999999999999],[15433.399999999994,525.0999999999999],[15434.5,529.5],[15435.299999999988,532.4000000000001],[15436.100000000006,535.5999999999999],[15434.899999999994,544.0],[15422.799999999988,545.4000000000001],[15410.600000000006,546.6999999999998],[15398.399999999994,547.8000000000002],[15386.100000000006,548.8000000000002],[15365.200000000012,550.8000000000002],[15331.399999999994,553.8000000000002],[15316.899999999994,555.0],[15315.600000000006,555.1999999999998],[15299.799999999988,556.4000000000001],[15288.399999999994,557.3000000000002],[15277.100000000006,558.1999999999998],[15266.100000000006,559.3000000000002],[15255.200000000012,560.4000000000001],[15233.299999999988,562.8000000000002],[15220.0,564.0999999999999],[15206.600000000006,565.1999999999998],[15184.799999999988,566.6999999999998],[15170.799999999988,567.6999999999998],[15156.700000000012,568.5999999999999],[15139.100000000006,569.3000000000002],[15121.399999999994,569.9000000000001],[15107.700000000012,570.5999999999999],[15094.0,571.0999999999999],[15076.200000000012,571.5],[15058.5,571.5999999999999],[15027.600000000006,571.8000000000002],[15020.200000000012,571.8000000000002],[15012.100000000006,571.9000000000001],[14996.399999999994,571.9000000000001],[14986.799999999988,572.0],[14982.100000000006,572.0],[14977.5,571.9000000000001],[14964.700000000012,571.9000000000001],[14960.399999999994,571.8000000000002],[14955.799999999988,571.8000000000002],[14951.0,571.6999999999998],[14945.700000000012,571.6999999999998],[14942.899999999994,571.5999999999999],[14939.899999999994,571.5999999999999],[14940.0,569.5],[14940.100000000006,567.6999999999998],[14940.200000000012,566.0],[14940.200000000012,564.5],[14940.299999999988,561.6999999999998],[14940.399999999994,559.0999999999999],[14940.5,555.3000000000002],[14940.600000000006,551.4000000000001],[14940.700000000012,547.3000000000002],[14940.799999999988,543.0],[14941.0,534.1999999999998],[14941.399999999994,525.3000000000002],[14941.899999999994,516.0],[14942.600000000006,507.0],[14943.399999999994,498.0],[14944.100000000006,488.8000000000002],[14944.799999999988,481.1999999999998],[14945.399999999994,473.5],[14946.600000000006,458.0999999999999],[14947.100000000006,450.5],[14947.600000000006,443.0999999999999],[14948.200000000012,436.0],[14948.600000000006,429.1999999999998],[14952.0,429.0],[14955.600000000006,428.9000000000001],[14959.5,428.8000000000002],[14963.5,428.6999999999998],[14971.799999999988,428.5999999999999],[14980.100000000006,428.5999999999999],[14986.399999999994,428.8000000000002],[14992.5,429.0],[14999.899999999994,429.0999999999999],[15007.299999999988,429.0999999999999],[15017.200000000012,429.0],[15027.0,429.0]]"
L0002,s000271,2,"[[11596.0,40.0],[11602.100000000006,38.5],[11618.899999999994,34.5],[11635.600000000006,30.399999999999977],[11643.899999999994,28.399999999999977],[11652.0,26.399999999999977],[11659.799999999988,24.5],[11667.399999999994,22.600000000000023],[11674.700000000012,20.799999999999955],[11681.600000000006,19.100000000000023],[11693.399999999994,57.299999999999955],[11704.700000000012,54.60000000000002],[11715.600000000006,51.89999999999998],[11726.299999999988,49.299999999999955],[11732.899999999994,47.700000000000045],[11737.0,46.700000000000045],[11749.899999999994,43.60000000000002],[11762.799999999988,40.60000000000002],[11789.0,34.5],[11805.899999999994,30.600000000000023],[11822.899999999994,26.799999999999955],[11840.0,23.399999999999977],[11848.5,21.899999999999977],[11857.100000000006,20.600000000000023],[11867.0,19.299999999999955],[11878.200000000012,17.700000000000045],[11889.5,16.200000000000045],[11905.600000000006,14.5],[11921.700000000012,13.100000000000023],[11956.799999999988,10.5],[11991.899999999994,8.200000000000045],[12015.700000000012,7.100000000000023],[12029.899999999994,6.600000000000023],[12044.0,6.2000000000000455],[12058.299999999988,5.899999999999977],[12072.600000000006,5.600000000000023],[12094.0,5.2000000000000455],[12104.5,5.100000000000023],[12114.799999999988,5.0],[12136.200000000012,5.0],[12140.0,5.100000000000023],[12144.0,5.100000000000023],[12144.899999999994,15.100000000000023],[12148.799999999988,18.5],[12152.399999999994,21.799999999999955],[12156.600000000006,25.799999999999955],[12160.600000000006,30.0],[12165.0,34.700000000000045],[12169.200000000012,39.5],[12173.0,44.39999999999998],[12176.5,49.5],[12178.600000000006,53.10000000000002],[12180.600000000006,56.700000000000045],[12183.299999999988,62.5],[12185.5,68.59999999999991],[12186.899999999994,73.29999999999995],[12187.899999999994,78.20000000000005],[12188.799999999988,83.09999999999991],[12189.399999999994,88.0],[12189.600000000006,91.29999999999995],[12189.700000000012,93.20000000000005],[12189.799999999988,97.90000000000009],[12189.700000000012,102.59999999999991],[12189.200000000012,109.59999999999991],[12188.600000000006,115.0],[12187.600000000006,120.40000000000009],[12186.5,125.09999999999991],[12185.100000000006,129.70000000000005],[12183.799999999988,133.0999999999999],[12182.5,136.4000000000001],[12179.299999999988,142.79999999999995],[12177.100000000006,146.79999999999995],[12174.600000000006,150.70000000000005],[12171.299999999988,155.20000000000005],[12167.600000000006,159.5],[12162.399999999994,164.79999999999995],[12156.799999999988,169.70000000000005],[12151.5,173.70000000000005],[12146.100000000006,177.29999999999995],[12140.399999999994,180.70000000000005],[12134.600000000006,183.9000000000001],[12125.600000000006,188.20000000000005],[12119.299999999988,191.0],[12112.799999999988,193.5999999999999],[12106.399999999994,196.0999999999999],[12099.799999999988,198.29999999999995],[12091.899999999994,200.79999999999995],[12084.0,203.20000000000005],[12070.700000000012,207.29999999999995],[12057.399999999994,211.5999999999999],[12047.200000000012,215.29999999999995],[12043.5,216.70000000000005],[12039.899999999994,218.4000000000001],[12037.100000000006,219.9000000000001],[12036.700000000012,220.20000000000005],[12034.5,221.70000000000005],[12032.200000000012,223.70000000000005],[12030.100000000006,226.0],[12028.100000000006,228.5],[12026.299999999988,231.20000000000005],[12023.600000000006,236.29999999999995],[12021.299999999988,241.29999999999995],[12020.0,244.29999999999995],[12019.299999999988,245.79999999999995],[12018.600000000006,247.5999999999999],[12009.200000000012,246.0999999999999],[11999.700000000012,244.5],[11980.399999999994,241.70000000000005],[11963.200000000012,239.4000000000001],[11946.0,237.4000000000001],[11925.299999999988,235.20000000000005],[11922.899999999994,235.0],[11911.399999999994,234.0],[11899.799999999988,233.0999999999999],[11887.600000000006,232.29999999999995],[11875.399999999994,231.79999999999995],[11862.299999999988,231.4000000000001],[11849.100000000006,231.29999999999995],[11826.0,231.29999999999995],[11802.899999999994,231.70000000000005],[11790.700000000012,232.0999999999999],[11778.600000000006,232.5999999999999],[11765.399999999994,233.20000000000005],[11752.299999999988,233.9000000000001],[11738.299999999988,235.0],[11724.299999999988,236.20000000000005],[11698.299999999988,238.4000000000001],[11697.0,238.5],[11670.700000000012,240.9000000000001],[11657.0,242.29999999999995],[11643.600000000006,243.9000000000001],[11642.600000000006,244.0],[11633.799999999988,245.20000000000005],[11623.899999999994,246.70000000000005],[11613.700000000012,248.29999999999995],[11608.5,249.0999999999999],[11603.0,249.9000000000001],[11564.600000000006,261.79999999999995],[11563.899999999994,258.5],[11563.299999999988,255.5],[11562.700000000012,252.5999999999999],[11562.100000000006,249.9000000000001],[11561.0,244.70000000000005],[11559.899999999994,239.70000000000005],[11557.899999999994,230.0],[11555.700000000012,219.9000000000001],[11553.399999999994,209.4000000000001],[11551.100000000006,198.5999999999999],[11546.799999999988,179.5999999999999],[11542.399999999994,160.29999999999995],[11537.899999999994,141.20000000000005],[11535.600000000006,131.70000000000005],[11533.399999999994,122.40000000000009],[11531.100000000006,113.29999999999995],[11529.799999999988,107.79999999999995],[11529.0,104.29999999999995],[11526.799999999988,95.59999999999991],[11524.799999999988,87.20000000000005],[11522.799999999988,79.09999999999991],[11520.799999999988,71.29999999999995],[11519.0,64.0],[11517.299999999988,57.0],[11520.799999999988,56.299999999999955],[11524.0,55.700000000000045],[11527.100000000006,55.10000000000002],[11530.0,54.5],[11532.700000000012,54.0],[11535.200000000012,53.39999999999998],[11540.0,52.5],[11544.299999999988,51.60000000000002],[11548.399999999994,50.700000000000045],[11552.399999999994,49.89999999999998],[11556.5,49.0],[11563.299999999988,47.5],[11570.5,45.89999999999998],[11578.100000000006,44.200000000000045],[11585.899999999994,42.39999999999998],[11593.899999999994,40.5],[11596.0,40.0]]"
