下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000149,M0005,"[[5608, 135], [5605, 137], [5603, 138], [5589, 147], [5585, 150], [5579, 156], [5573, 164], [5571, 168], [5567, 173], [5562, 183], [5560, 189], [5558, 194], [5558, 199], [5557, 202], [5557, 211], [5558, 213], [5558, 216], [5559, 219], [5560, 225], [5560, 226], [5562, 233], [5565, 242], [5568, 254], [5568, 258], [5566, 267], [5564, 270], [5560, 272], [5543, 274], [5527, 275], [5511, 277], [5496, 278], [5470, 281], [5454, 283], [5439, 285], [5429, 286], [5419, 288], [5415, 288], [5385, 292], [5360, 295], [5347, 296], [5337, 297], [5328, 298], [5308, 300], [5289, 301], [5270, 303], [5255, 303], [5241, 304], [5212, 305], [5186, 305], [5161, 306], [5107, 306], [5094, 305], [5081, 305], [5078, 304], [5075, 300], [5075, 290], [5076, 282], [5076, 238], [5077, 229], [5077, 210], [5078, 192], [5079, 175], [5079, 157], [5082, 124], [5082, 113], [5084, 91], [5084, 90], [5085, 85], [5085, 81], [5086, 76], [5086, 73], [5087, 69], [5090, 67], [5093, 66], [5123, 64], [5125, 64], [5128, 65], [5129, 65], [5134, 66], [5138, 67], [5141, 68], [5146, 68], [5149, 69], [5154, 70], [5158, 71], [5173, 74], [5195, 78], [5207, 80], [5230, 85], [5241, 87], [5254, 89], [5266, 92], [5291, 97], [5315, 101], [5328, 104], [5342, 106], [5354, 108], [5367, 109], [5378, 111], [5400, 113], [5411, 113], [5414, 114], [5428, 114], [5438, 115], [5475, 115], [5484, 114], [5494, 114], [5503, 113], [5514, 112], [5524, 111], [5545, 109], [5558, 108], [5572, 107], [5580, 106], [5598, 104], [5606, 104], [5610, 105], [5613, 110], [5615, 126], [5614, 130], [5609, 135]]"
L0005,s000150,M0005,"[[12808, 1500], [12811, 1494], [12812, 1493], [12812, 1492], [12815, 1488], [12818, 1486], [12822, 1484], [12825, 1482], [12828, 1481], [12829, 1480], [12837, 1478], [12842, 1477], [12886, 1477], [12894, 1470], [12899, 1468], [12915, 1468], [12919, 1469], [12921, 1472], [12922, 1475], [12922, 1495], [12923, 1497], [12923, 1513], [12924, 1518], [12924, 1532], [12925, 1539], [12925, 1560], [12926, 1565], [12926, 1579], [12927, 1584], [12927, 1590], [12926, 1594], [12921, 1597], [12906, 1600], [12901, 1599], [12892, 1593], [12888, 1594], [12879, 1595], [12874, 1596], [12868, 1597], [12840, 1597], [12837, 1596], [12836, 1596], [12832, 1595], [12830, 1594], [12827, 1592], [12823, 1590], [12820, 1587], [12817, 1585], [12815, 1583], [12809, 1574], [12808, 1572], [12806, 1566], [12805, 1561], [12805, 1555], [12804, 1551], [12804, 1519], [12805, 1514], [12805, 1510], [12806, 1507], [12807, 1505], [12807, 1503]]"
L0005,s000151,M0005,"[[9458, 1054], [9456, 1052], [9441, 1033], [9119, 1033], [9115, 1032], [9113, 1029], [9112, 1026], [9112, 983], [9111, 979], [9111, 835], [9112, 831], [9115, 829], [9118, 828], [9126, 828], [9133, 829], [9141, 829], [9147, 830], [9158, 831], [9168, 832], [9190, 834], [9220, 836], [9250, 839], [9280, 841], [9340, 847], [9351, 848], [9361, 848], [9373, 847], [9385, 847], [9396, 846], [9407, 844], [9434, 841], [9452, 837], [9462, 834], [9475, 830], [9489, 826], [9503, 820], [9518, 814], [9538, 807], [9558, 799], [9572, 793], [9579, 791], [9584, 789], [9585, 788], [9595, 785], [9604, 783], [9609, 781], [9614, 780], [9622, 777], [9623, 777], [9626, 776], [9628, 776], [9631, 775], [9632, 775], [9634, 774], [9638, 773], [9642, 775], [9644, 778], [9646, 787], [9652, 786], [9663, 784], [9677, 782], [9691, 779], [9715, 775], [9728, 773], [9741, 770], [9756, 766], [9764, 764], [9771, 762], [9777, 761], [9782, 760], [9785, 759], [9787, 758], [9793, 757], [9813, 757], [9817, 758], [9819, 761], [9824, 773], [9829, 786], [9840, 811], [9845, 824], [9857, 850], [9864, 863], [9873, 883], [9888, 913], [9898, 931], [9902, 940], [9903, 944], [9901, 948], [9892, 957], [9889, 962], [9884, 972], [9883, 976], [9883, 977], [9881, 993], [9878, 1026], [9878, 1040], [9877, 1045], [9877, 1056], [9876, 1061], [9874, 1065], [9869, 1067], [9863, 1067], [9856, 1068], [9849, 1068], [9841, 1069], [9826, 1070], [9811, 1070], [9802, 1071], [9792, 1071], [9754, 1073], [9725, 1073], [9715, 1072], [9695, 1072], [9663, 1070], [9652, 1070], [9641, 1069], [9631, 1068], [9620, 1067], [9586, 1066], [9575, 1065], [9567, 1064], [9560, 1064], [9528, 1060], [9496, 1058], [9488, 1057], [9481, 1056], [9474, 1056], [9470, 1055], [9462, 1055]]"
L0005,s000152,M0005,"[[14803, 619], [14811, 618], [14828, 616], [14836, 615], [14843, 614], [14847, 613], [14850, 613], [14853, 612], [14858, 612], [14862, 613], [14864, 616], [14868, 624], [14869, 629], [14867, 635], [14864, 650], [14863, 658], [14862, 669], [14862, 698], [14863, 701], [14864, 705], [14865, 710], [14867, 716], [14867, 717], [14869, 720], [14869, 721], [14872, 727], [14876, 733], [14879, 738], [14881, 741], [14885, 745], [14889, 750], [14897, 758], [14908, 767], [14924, 780], [14932, 786], [14938, 792], [14944, 796], [14955, 807], [14961, 812], [14963, 817], [14963, 827], [14962, 831], [14959, 833], [14956, 834], [14921, 835], [14887, 836], [14869, 836], [14851, 837], [14816, 837], [14807, 836], [14797, 836], [14778, 834], [14765, 834], [14752, 833], [14751, 833], [14738, 831], [14725, 830], [14711, 829], [14698, 827], [14684, 825], [14672, 823], [14670, 823], [14649, 819], [14627, 815], [14613, 812], [14600, 809], [14588, 807], [14563, 800], [14550, 797], [14541, 794], [14530, 792], [14519, 789], [14503, 785], [14488, 782], [14469, 777], [14460, 775], [14450, 773], [14449, 773], [14441, 770], [14414, 764], [14398, 760], [14390, 757], [14383, 756], [14379, 754], [14377, 751], [14377, 747], [14416, 612], [14418, 609], [14422, 607], [14425, 607], [14428, 608], [14430, 608], [14433, 609], [14435, 609], [14439, 610], [14444, 610], [14452, 612], [14461, 613], [14464, 614], [14470, 615], [14488, 617], [14497, 619], [14516, 621], [14518, 621], [14534, 623], [14548, 625], [14618, 630], [14635, 631], [14674, 631], [14687, 630], [14700, 630], [14719, 629], [14735, 627], [14738, 627], [14795, 621]]"
L0005,s000153,M0005,"[[10217, 880], [10219, 883], [10220, 886], [10220, 991], [10219, 995], [10216, 997], [10213, 998], [10108, 998], [10104, 997], [10102, 994], [10101, 991], [10101, 886], [10102, 882], [10105, 880], [10108, 879], [10213, 879]]"
L0005,s000154,M0005,"[[6639, 1001], [6642, 1006], [6645, 1009], [6653, 1021], [6656, 1025], [6656, 1026], [6662, 1040], [6664, 1043], [6665, 1045], [6669, 1061], [6669, 1065], [6670, 1068], [6670, 1071], [6671, 1074], [6671, 1081], [6670, 1086], [6670, 1105], [6669, 1110], [6668, 1114], [6668, 1117], [6666, 1123], [6665, 1128], [6661, 1136], [6657, 1146], [6656, 1147], [6652, 1152], [6649, 1157], [6644, 1162], [6640, 1167], [6639, 1168], [6629, 1176], [6623, 1181], [6617, 1185], [6616, 1186], [6612, 1188], [6607, 1191], [6600, 1194], [6594, 1197], [6581, 1203], [6555, 1214], [6548, 1217], [6545, 1218], [6542, 1220], [6534, 1226], [6533, 1227], [6531, 1230], [6528, 1234], [6528, 1235], [6527, 1237], [6525, 1240], [6525, 1241], [6524, 1243], [6524, 1244], [6523, 1247], [6522, 1249], [6519, 1252], [6515, 1253], [6510, 1252], [6506, 1251], [6496, 1249], [6490, 1248], [6485, 1247], [6474, 1245], [6462, 1243], [6450, 1240], [6439, 1238], [6427, 1236], [6419, 1235], [6410, 1233], [6393, 1230], [6377, 1228], [6353, 1226], [6342, 1225], [6330, 1224], [6316, 1224], [6300, 1223], [6285, 1224], [6266, 1224], [6247, 1225], [6228, 1227], [6209, 1228], [6191, 1230], [6177, 1231], [6170, 1232], [6163, 1232], [6154, 1233], [6146, 1234], [6137, 1235], [6123, 1237], [6115, 1239], [6112, 1239], [6108, 1240], [6105, 1240], [6102, 1241], [6097, 1241], [6094, 1242], [6091, 1242], [6088, 1243], [6087, 1243], [6084, 1244], [6080, 1244], [6077, 1242], [6075, 1238], [6041, 1074], [6042, 1070], [6044, 1067], [6046, 1066], [6050, 1065], [6060, 1063], [6065, 1061], [6075, 1058], [6086, 1056], [6119, 1047], [6131, 1044], [6141, 1042], [6151, 1039], [6171, 1035], [6196, 1029], [6213, 1025], [6221, 1023], [6245, 1016], [6270, 1011], [6304, 1003], [6320, 1000], [6334, 997], [6338, 997], [6364, 992], [6390, 988], [6413, 985], [6435, 983], [6446, 981], [6479, 978], [6488, 978], [6497, 977], [6513, 977], [6529, 976], [6546, 976], [6562, 975], [6593, 975], [6600, 974], [6619, 974], [6623, 975], [6625, 978], [6626, 981], [6626, 988]]"
L0005,s000155,M0005,"[[3926, 1], [3928, 4], [3929, 7], [3929, 207], [3928, 211], [3925, 213], [3922, 214], [3852, 214], [3848, 213], [3846, 210], [3845, 207], [3845, 7], [3846, 3], [3849, 1], [3852, 0], [3922, 0]]"
L0005,s000156,M0005,"[[9438, 1034], [9440, 1037], [9441, 1040], [9441, 1240], [9440, 1244], [9437, 1246], [9434, 1247], [9364, 1247], [9360, 1246], [9358, 1243], [9357, 1240], [9357, 1040], [9358, 1036], [9361, 1034], [9364, 1033], [9434, 1033]]"
L0005,s000157,M0005,"[[15132, 1486], [15129, 1486], [15126, 1485], [15124, 1484], [15119, 1483], [15109, 1478], [15103, 1474], [15102, 1472], [15100, 1471], [15098, 1469], [15094, 1463], [15091, 1457], [15089, 1451], [15089, 1450], [15088, 1444], [15087, 1439], [15086, 1433], [15086, 1417], [15087, 1406], [15087, 1395], [15088, 1380], [15089, 1373], [15089, 1365], [15090, 1357], [15090, 1355], [15092, 1346], [15093, 1341], [15093, 1338], [15095, 1332], [15097, 1328], [15098, 1325], [15100, 1322], [15102, 1320], [15103, 1318], [15110, 1311], [15118, 1305], [15120, 1304], [15125, 1302], [15134, 1299], [15135, 1299], [15139, 1298], [15158, 1298], [15167, 1299], [15175, 1299], [15182, 1300], [15199, 1302], [15215, 1304], [15216, 1304], [15233, 1307], [15249, 1310], [15256, 1304], [15261, 1302], [15277, 1305], [15281, 1307], [15283, 1312], [15272, 1490], [15271, 1494], [15267, 1497], [15249, 1497], [15244, 1495], [15237, 1489], [15179, 1489], [15171, 1488], [15149, 1488], [15143, 1487], [15136, 1487]]"
L0005,s000158,M0005,"[[13583, 1589], [13580, 1589], [13577, 1588], [13575, 1587], [13570, 1586], [13560, 1581], [13557, 1579], [13555, 1578], [13549, 1572], [13545, 1566], [13542, 1560], [13540, 1554], [13539, 1549], [13539, 1548], [13537, 1536], [13537, 1520], [13538, 1509], [13538, 1498], [13539, 1483], [13540, 1476], [13540, 1468], [13541, 1460], [13541, 1458], [13543, 1449], [13544, 1444], [13544, 1441], [13546, 1435], [13548, 1431], [13549, 1428], [13551, 1425], [13553, 1423], [13554, 1421], [13561, 1414], [13569, 1408], [13571, 1407], [13576, 1405], [13585, 1402], [13586, 1402], [13590, 1401], [13609, 1401], [13618, 1402], [13626, 1402], [13633, 1403], [13650, 1405], [13666, 1407], [13667, 1407], [13698, 1412], [13707, 1406], [13712, 1405], [13728, 1408], [13732, 1410], [13734, 1415], [13723, 1593], [13722, 1597], [13718, 1600], [13700, 1600], [13695, 1598], [13688, 1592], [13629, 1592], [13622, 1591], [13600, 1591], [13594, 1590], [13587, 1590]]"
L0005,s000159,M0005,"[[4646, 903], [4637, 912], [4635, 915], [4629, 925], [4626, 931], [4625, 935], [4622, 939], [4617, 940], [4606, 938], [4594, 936], [4583, 933], [4550, 927], [4529, 923], [4503, 918], [4425, 906], [4393, 902], [4362, 898], [4336, 895], [4311, 893], [4285, 891], [4260, 889], [4220, 887], [4187, 886], [4145, 885], [4122, 884], [4098, 883], [4058, 883], [4014, 882], [3968, 882], [3934, 881], [3784, 881], [3780, 880], [3777, 877], [3777, 627], [3778, 623], [3781, 621], [3784, 620], [3998, 620], [4025, 619], [4053, 619], [4082, 618], [4139, 617], [4189, 615], [4228, 613], [4261, 612], [4296, 610], [4331, 607], [4353, 605], [4376, 603], [4403, 601], [4430, 598], [4453, 595], [4497, 589], [4520, 585], [4543, 582], [4566, 578], [4582, 575], [4598, 573], [4615, 570], [4627, 569], [4632, 568], [4635, 568], [4643, 567], [4652, 566], [4676, 563], [4684, 563], [4692, 562], [4699, 561], [4703, 562], [4704, 563], [4888, 585], [4892, 587], [4894, 590], [4894, 593], [4893, 598], [4893, 606], [4892, 610], [4892, 614], [4890, 626], [4888, 650], [4885, 675], [4884, 687], [4882, 705], [4881, 722], [4879, 742], [4879, 771], [4878, 784], [4877, 795], [4877, 806], [4876, 829], [4876, 855], [4875, 868], [4875, 880], [4874, 884], [4869, 887], [4864, 888], [4827, 888], [4818, 889], [4693, 889], [4688, 890], [4681, 891], [4679, 891], [4675, 892], [4668, 893], [4661, 895], [4656, 897], [4650, 900]]"
L0005,s000160,M0005,"[[14033, 1070], [14029, 1064], [14026, 1058], [14023, 1054], [14022, 1052], [14020, 1050], [14018, 1047], [14017, 1046], [14012, 1042], [14008, 1039], [14004, 1035], [14002, 1031], [14003, 1027], [14008, 1022], [14010, 1021], [14016, 1015], [14021, 1013], [14256, 1014], [14260, 1015], [14262, 1018], [14263, 1021], [14263, 1026], [14262, 1031], [14262, 1046], [14261, 1051], [14261, 1071], [14260, 1075], [14257, 1077], [14254, 1078], [14068, 1077], [14067, 1078], [14064, 1079], [14061, 1079], [14058, 1078], [14057, 1078], [14054, 1077], [14050, 1077], [14043, 1075], [14040, 1074], [14035, 1072]]"
L0005,s000161,M0005,"[[359, 1059], [361, 1062], [362, 1065], [363, 1090], [362, 1094], [359, 1096], [356, 1097], [8, 1114], [4, 1113], [2, 1110], [1, 1107], [0, 1082], [1, 1078], [4, 1076], [7, 1075], [355, 1058]]"
L0005,s000162,M0005,"[[11938, 1239], [11940, 1242], [11941, 1245], [11941, 1313], [11940, 1317], [11937, 1319], [11934, 1320], [11732, 1320], [11728, 1319], [11726, 1316], [11725, 1313], [11725, 1245], [11726, 1241], [11729, 1239], [11732, 1238], [11934, 1238]]"
L0005,s000163,M0005,"[[6799, 1427], [6802, 1430], [6803, 1433], [6802, 1436], [6796, 1450], [6793, 1458], [6791, 1463], [6790, 1465], [6785, 1477], [6781, 1488], [6770, 1514], [6761, 1537], [6756, 1550], [6751, 1561], [6750, 1565], [6749, 1566], [6746, 1573], [6743, 1578], [6741, 1583], [6736, 1593], [6736, 1594], [6734, 1597], [6731, 1599], [6728, 1600], [6726, 1600], [6721, 1598], [6719, 1597], [6718, 1596], [6706, 1590], [6701, 1587], [6696, 1585], [6690, 1582], [6675, 1576], [6671, 1574], [6662, 1570], [6648, 1564], [6633, 1558], [6622, 1554], [6618, 1552], [6618, 1553], [6614, 1552], [6613, 1551], [6612, 1551], [6603, 1549], [6593, 1547], [6584, 1545], [6579, 1544], [6577, 1544], [6570, 1543], [6555, 1543], [6547, 1544], [6535, 1546], [6532, 1547], [6526, 1550], [6523, 1551], [6516, 1558], [6515, 1560], [6514, 1561], [6513, 1564], [6512, 1565], [6511, 1568], [6510, 1572], [6508, 1577], [6506, 1580], [6502, 1582], [6498, 1581], [6495, 1580], [6489, 1579], [6479, 1577], [6472, 1576], [6464, 1574], [6432, 1570], [6417, 1569], [6402, 1567], [6387, 1566], [6375, 1566], [6368, 1565], [6367, 1565], [6364, 1566], [6351, 1566], [6340, 1567], [6333, 1567], [6325, 1568], [6307, 1570], [6271, 1576], [6250, 1579], [6242, 1580], [6240, 1580], [6230, 1578], [6222, 1579], [6213, 1579], [6203, 1580], [6192, 1581], [6182, 1581], [6171, 1582], [6161, 1583], [6150, 1583], [6138, 1584], [6126, 1584], [6102, 1585], [6056, 1587], [5982, 1587], [5970, 1588], [5946, 1588], [5935, 1589], [5924, 1589], [5920, 1588], [5917, 1585], [5916, 1583], [5901, 1385], [5902, 1381], [5905, 1378], [5908, 1377], [5930, 1376], [5930, 1373], [5931, 1368], [5935, 1356], [5936, 1354], [5938, 1349], [5940, 1345], [5940, 1344], [5943, 1340], [5946, 1337], [5948, 1334], [5951, 1332], [5954, 1329], [5964, 1323], [5968, 1320], [5974, 1317], [5978, 1316], [5981, 1315], [5991, 1311], [5992, 1310], [6003, 1307], [6015, 1303], [6028, 1299], [6046, 1294], [6064, 1290], [6086, 1286], [6107, 1282], [6126, 1279], [6136, 1277], [6137, 1277], [6147, 1276], [6156, 1275], [6165, 1275], [6183, 1273], [6223, 1271], [6231, 1271], [6257, 1270], [6282, 1269], [6297, 1268], [6335, 1268], [6335, 1267], [6338, 1265], [6340, 1264], [6351, 1263], [6360, 1263], [6370, 1262], [6417, 1262], [6429, 1263], [6448, 1264], [6468, 1265], [6487, 1267], [6512, 1270], [6526, 1272], [6571, 1278], [6581, 1279], [6592, 1281], [6613, 1284], [6633, 1287], [6654, 1291], [6664, 1292], [6674, 1294], [6684, 1295], [6693, 1297], [6703, 1298], [6712, 1300], [6720, 1301], [6721, 1301], [6729, 1303], [6732, 1305], [6734, 1310], [6735, 1358], [6736, 1368], [6737, 1377], [6739, 1387], [6740, 1397], [6741, 1401], [6742, 1403], [6742, 1404], [6743, 1407], [6744, 1408], [6745, 1410], [6746, 1411], [6750, 1414], [6756, 1416], [6763, 1418], [6769, 1419], [6783, 1423], [6786, 1423], [6790, 1424], [6791, 1424], [6797, 1426]]"
L0005,s000164,M0005,"[[2562, 1], [2564, 4], [2565, 7], [2565, 47], [2564, 51], [2561, 53], [2558, 54], [2258, 54], [2254, 53], [2252, 50], [2251, 47], [2251, 7], [2252, 3], [2255, 1], [2258, 0], [2558, 0]]"
L0005,s000165,M0005,"[[1094, 416], [1096, 419], [1097, 422], [1097, 482], [1096, 486], [1093, 488], [1090, 489], [957, 489], [953, 488], [951, 485], [950, 482], [950, 422], [951, 418], [954, 416], [957, 415], [1090, 415]]"
L0005,s000166,M0005,"[[3284, 1245], [3286, 1248], [3287, 1251], [3287, 1291], [3286, 1295], [3283, 1297], [3280, 1298], [2980, 1298], [2976, 1297], [2974, 1294], [2973, 1291], [2973, 1251], [2974, 1247], [2977, 1245], [2980, 1244], [3280, 1244]]"
L0005,s000167,M0005,"[[7332, 162], [7330, 167], [7327, 173], [7315, 199], [7308, 215], [7301, 230], [7291, 254], [7287, 265], [7283, 275], [7282, 278], [7279, 285], [7276, 295], [7274, 302], [7273, 304], [7274, 304], [7273, 308], [7271, 311], [7266, 313], [7263, 313], [7260, 312], [7254, 312], [7250, 311], [7247, 311], [7243, 310], [7239, 310], [7230, 308], [7212, 306], [7207, 306], [7200, 305], [7186, 304], [7166, 304], [7154, 303], [7111, 303], [7107, 304], [7093, 304], [7092, 310], [7090, 314], [7087, 316], [7083, 316], [7079, 315], [7076, 315], [7068, 313], [7060, 312], [7052, 310], [7044, 309], [7035, 308], [7026, 306], [7018, 305], [6976, 299], [6961, 297], [6942, 294], [6926, 292], [6909, 290], [6904, 290], [6901, 289], [6894, 289], [6886, 288], [6802, 288], [6792, 289], [6781, 290], [6760, 291], [6718, 295], [6664, 299], [6615, 302], [6597, 304], [6578, 305], [6560, 306], [6541, 306], [6528, 307], [6488, 307], [6483, 308], [6472, 308], [6468, 307], [6466, 304], [6465, 301], [6465, 7], [6466, 3], [6469, 1], [6472, 0], [6762, 0], [6766, 1], [6769, 6], [6775, 41], [6858, 41], [6881, 40], [6905, 39], [6921, 37], [6937, 36], [6976, 33], [7012, 31], [7047, 29], [7095, 26], [7133, 24], [7155, 23], [7258, 23], [7268, 24], [7276, 24], [7283, 25], [7297, 25], [7304, 26], [7310, 26], [7314, 27], [7316, 30], [7317, 33], [7317, 67], [7318, 79], [7318, 90], [7320, 101], [7320, 106], [7321, 110], [7322, 116], [7324, 121], [7325, 124], [7327, 127], [7330, 131], [7333, 136], [7338, 141], [7340, 145], [7339, 150], [7336, 155], [7333, 161]]"
L0005,s000168,M0005,"[[16326, 665], [16330, 667], [16332, 671], [16359, 804], [16358, 808], [16356, 811], [16352, 812], [16300, 812], [16296, 811], [16293, 806], [16263, 665], [16263, 661], [16266, 658], [16271, 657]]"
L0005,s000169,M0005,"[[790, 1490], [792, 1493], [793, 1496], [793, 1586], [792, 1590], [789, 1592], [786, 1593], [591, 1593], [587, 1592], [585, 1589], [584, 1586], [584, 1496], [585, 1492], [588, 1490], [591, 1489], [786, 1489]]"
L0005,s000170,M0005,"[[3656, 884], [3654, 884], [3648, 882], [3644, 880], [3643, 879], [3640, 878], [3637, 875], [3635, 874], [3626, 865], [3624, 862], [3621, 856], [3619, 851], [3619, 849], [3618, 847], [3618, 845], [3617, 843], [3617, 839], [3616, 837], [3616, 815], [3617, 809], [3617, 804], [3618, 799], [3619, 784], [3620, 772], [3620, 762], [3621, 750], [3621, 749], [3623, 736], [3624, 723], [3624, 714], [3626, 700], [3626, 696], [3627, 686], [3627, 683], [3628, 680], [3628, 676], [3629, 673], [3629, 671], [3630, 668], [3630, 667], [3631, 665], [3631, 663], [3633, 658], [3633, 657], [3636, 651], [3638, 648], [3641, 642], [3644, 639], [3647, 635], [3651, 632], [3655, 630], [3657, 630], [3657, 629], [3660, 627], [3666, 625], [3671, 624], [3675, 623], [3685, 623], [3689, 624], [3694, 624], [3697, 625], [3708, 627], [3716, 629], [3725, 631], [3729, 632], [3734, 633], [3742, 635], [3764, 639], [3768, 641], [3770, 644], [3770, 647], [3755, 829], [3750, 880], [3748, 883], [3745, 886], [3664, 886], [3661, 885], [3659, 885]]"
L0005,s000171,M0005,"[[4164, 1223], [4166, 1226], [4167, 1229], [4167, 1269], [4166, 1273], [4163, 1275], [4160, 1276], [3960, 1276], [3956, 1275], [3954, 1272], [3953, 1269], [3953, 1229], [3954, 1225], [3957, 1223], [3960, 1222], [4160, 1222]]"
L0005,s000172,M0005,"[[16204, 520], [16206, 523], [16207, 526], [16207, 591], [16206, 595], [16203, 597], [16200, 598], [15503, 598], [15499, 597], [15497, 594], [15496, 591], [15496, 526], [15497, 522], [15500, 520], [15503, 519], [16200, 519]]"
L0005,s000173,M0005,"[[1148, 737], [1150, 747], [1151, 758], [1157, 788], [1158, 798], [1159, 803], [1161, 811], [1162, 816], [1162, 820], [1163, 822], [1164, 825], [1164, 828], [1166, 834], [1167, 838], [1167, 839], [1168, 842], [1168, 846], [1169, 848], [1169, 849], [1170, 852], [1170, 856], [1168, 859], [1163, 861], [1156, 861], [1152, 862], [1144, 862], [1141, 863], [1133, 863], [1127, 864], [1122, 864], [1116, 865], [1110, 865], [1083, 868], [1063, 870], [1052, 870], [1042, 871], [1031, 872], [1010, 874], [955, 879], [945, 880], [936, 880], [909, 883], [903, 885], [901, 885], [898, 886], [893, 887], [888, 889], [883, 890], [879, 891], [875, 893], [871, 894], [861, 899], [853, 905], [849, 909], [844, 913], [838, 919], [839, 919], [838, 922], [837, 924], [835, 927], [835, 928], [834, 930], [833, 931], [833, 934], [832, 937], [831, 942], [830, 949], [830, 954], [829, 968], [829, 994], [830, 1001], [830, 1026], [829, 1030], [829, 1037], [827, 1042], [819, 1050], [815, 1052], [811, 1051], [797, 1043], [784, 1035], [736, 1005], [719, 996], [706, 988], [692, 982], [680, 976], [668, 971], [635, 959], [611, 951], [599, 948], [569, 940], [540, 934], [526, 931], [511, 928], [497, 926], [482, 924], [466, 923], [451, 922], [435, 921], [421, 921], [369, 918], [335, 917], [302, 916], [244, 914], [181, 912], [151, 912], [121, 911], [74, 911], [58, 910], [7, 910], [3, 909], [1, 906], [0, 903], [0, 629], [1, 625], [4, 623], [7, 622], [32, 622], [45, 621], [104, 621], [123, 620], [142, 620], [159, 619], [175, 619], [216, 618], [273, 616], [310, 614], [341, 613], [371, 612], [398, 611], [425, 609], [454, 608], [484, 606], [498, 605], [512, 603], [542, 599], [559, 597], [619, 587], [639, 584], [679, 576], [698, 571], [717, 567], [737, 562], [767, 554], [815, 539], [832, 535], [853, 529], [867, 526], [881, 522], [897, 519], [912, 516], [933, 512], [955, 508], [968, 505], [982, 503], [996, 500], [1010, 498], [1023, 497], [1036, 495], [1048, 494], [1061, 492], [1071, 491], [1082, 490], [1092, 489], [1103, 488], [1107, 489], [1110, 491], [1111, 495], [1111, 497], [1112, 500], [1112, 503], [1113, 506], [1113, 515], [1114, 517], [1114, 523], [1116, 530], [1117, 539], [1118, 547], [1119, 554], [1121, 562], [1122, 570], [1125, 588], [1125, 589], [1126, 592], [1126, 595], [1127, 597], [1127, 604], [1128, 607], [1128, 617], [1130, 623], [1130, 630], [1132, 637], [1134, 648], [1138, 668], [1139, 672], [1140, 675], [1140, 679], [1141, 681], [1141, 690], [1142, 692], [1142, 695], [1143, 698], [1143, 707], [1145, 713], [1145, 719], [1147, 727]]"
L0005,s000174,M0005,"[[13332, 576], [13333, 577], [13355, 583], [13378, 589], [13397, 595], [13417, 600], [13456, 611], [13508, 625], [13523, 629], [13537, 632], [13556, 636], [13573, 640], [13589, 643], [13604, 646], [13623, 650], [13661, 656], [13679, 658], [13700, 660], [13722, 662], [13797, 668], [13823, 670], [13844, 670], [13866, 671], [13916, 671], [13933, 670], [13947, 670], [13967, 669], [13986, 669], [13999, 668], [14024, 668], [14060, 665], [14077, 664], [14090, 664], [14095, 663], [14099, 664], [14101, 667], [14102, 672], [14074, 765], [14070, 804], [14068, 807], [14065, 810], [14037, 810], [14030, 811], [13992, 811], [13961, 810], [13889, 810], [13856, 809], [13840, 809], [13823, 808], [13804, 807], [13785, 805], [13772, 804], [13760, 803], [13745, 801], [13744, 801], [13730, 798], [13716, 796], [13702, 793], [13690, 791], [13683, 789], [13678, 788], [13674, 786], [13673, 783], [13667, 782], [13637, 776], [13609, 772], [13596, 769], [13582, 766], [13564, 762], [13551, 759], [13538, 757], [13522, 753], [13507, 750], [13491, 746], [13476, 741], [13460, 737], [13445, 732], [13443, 732], [13391, 712], [13382, 709], [13374, 705], [13365, 701], [13357, 697], [13340, 689], [13340, 688], [13324, 679], [13319, 677], [13313, 674], [13309, 671], [13304, 668], [13296, 662], [13294, 661], [13290, 657], [13289, 655], [13287, 654], [13285, 651], [13283, 647], [13281, 644], [13280, 641], [13278, 638], [13277, 635], [13276, 634], [13275, 630], [13274, 627], [13274, 623], [13273, 620], [13273, 612], [13272, 607], [13272, 605], [13273, 600], [13273, 595], [13274, 588], [13274, 586], [13276, 579], [13277, 574], [13278, 571], [13279, 570], [13280, 568], [13283, 565], [13288, 564]]"
L0005,s000175,M0005,"[[7638, 585], [7634, 585], [7631, 584], [7627, 582], [7624, 579], [7621, 574], [7619, 571], [7617, 570], [7611, 564], [7609, 563], [7607, 561], [7604, 559], [7599, 556], [7595, 553], [7591, 551], [7586, 548], [7578, 544], [7577, 543], [7575, 538], [7575, 488], [7577, 483], [7588, 471], [7592, 469], [7837, 438], [7888, 438], [7892, 439], [7895, 444], [7904, 528], [7904, 578], [7903, 582], [7900, 585], [7897, 586], [7893, 586], [7887, 587], [7874, 587], [7850, 589], [7832, 589], [7815, 590], [7716, 590], [7700, 589], [7689, 589], [7677, 588], [7661, 588], [7653, 587], [7647, 587], [7644, 586], [7641, 586]]"
