下料批次号,零件名,面料号,零件外轮廓线坐标
L0003,s000239,M0003,"[[14185.0, 244.0], [14195.100000000006, 328.4000000000001], [14195.100000000006, 378.4000000000001], [14189.899999999994, 379.0], [14184.399999999994, 379.5999999999999], [14178.799999999988, 380.1999999999998], [14173.100000000006, 380.8000000000002], [14161.600000000006, 381.9000000000001], [14150.0, 383.0], [14141.600000000006, 383.6999999999998], [14133.299999999988, 384.4000000000001], [14116.799999999988, 385.5999999999999], [14108.700000000012, 386.1999999999998], [14100.5, 386.6999999999998], [14092.399999999994, 387.1999999999998], [14084.200000000012, 387.5], [14076.799999999988, 387.6999999999998], [14069.5, 387.8000000000002], [14054.799999999988, 387.9000000000001], [14043.700000000012, 388.0999999999999], [14038.100000000006, 388.1999999999998], [13988.100000000006, 388.1999999999998], [13982.5, 388.0999999999999], [13975.0, 387.8000000000002], [13967.5, 387.3000000000002], [13956.700000000012, 386.3000000000002], [13951.299999999988, 385.6999999999998], [13946.100000000006, 385.0999999999999], [13938.100000000006, 384.0999999999999], [13933.899999999994, 383.5], [13929.600000000006, 382.9000000000001], [13928.399999999994, 381.1999999999998], [13927.100000000006, 379.4000000000001], [13924.299999999988, 375.6999999999998], [13921.200000000012, 372.0], [13919.600000000006, 370.3000000000002], [13917.899999999994, 368.5999999999999], [13916.0, 366.8000000000002], [13914.0, 365.0999999999999], [13911.899999999994, 363.5], [13909.799999999988, 362.0], [13905.100000000006, 358.8000000000002], [13900.200000000012, 355.6999999999998], [13896.200000000012, 353.1999999999998], [13892.100000000006, 350.8000000000002], [13884.100000000006, 346.4000000000001], [13882.0, 345.3000000000002], [13880.899999999994, 344.6999999999998], [13879.700000000012, 344.0999999999999], [13879.700000000012, 294.0999999999999], [13891.100000000006, 282.29999999999995], [14135.0, 244.0], [14185.0, 244.0]]"
L0003,s000240,M0003,"[[12650.0, 374.0], [12656.899999999994, 372.1999999999998], [12673.600000000006, 367.8000000000002], [12690.399999999994, 363.4000000000001], [12698.700000000012, 361.3000000000002], [12706.799999999988, 359.1999999999998], [12714.700000000012, 357.1999999999998], [12722.299999999988, 355.3000000000002], [12729.600000000006, 353.5], [12736.600000000006, 351.6999999999998], [12748.299999999988, 389.5999999999999], [12750.5, 389.0999999999999], [12752.5, 388.5999999999999], [12754.200000000012, 388.1999999999998], [12758.700000000012, 387.0], [12761.5, 386.3000000000002], [12765.399999999994, 385.4000000000001], [12769.5, 384.3000000000002], [12773.799999999988, 383.1999999999998], [12778.299999999988, 382.0999999999999], [12787.600000000006, 379.8000000000002], [12796.899999999994, 377.5], [12808.899999999994, 374.5999999999999], [12820.5, 371.9000000000001], [12832.0, 369.1999999999998], [12843.5, 366.5999999999999], [12856.600000000006, 363.5999999999999], [12869.700000000012, 360.6999999999998], [12883.0, 357.9000000000001], [12896.299999999988, 355.3000000000002], [12916.200000000012, 351.6999999999998], [12927.0, 349.6999999999998], [12937.899999999994, 347.9000000000001], [12954.100000000006, 345.4000000000001], [12970.399999999994, 343.1999999999998], [12987.200000000012, 341.3000000000002], [13004.100000000006, 339.5999999999999], [13024.299999999988, 338.0], [13044.5, 336.6999999999998], [13065.799999999988, 335.5], [13087.100000000006, 334.4000000000001], [13103.700000000012, 333.8000000000002], [13120.299999999988, 333.5999999999999], [13132.100000000006, 333.8000000000002], [13143.899999999994, 334.0999999999999], [13165.100000000006, 334.8000000000002], [13186.399999999994, 335.8000000000002], [13199.0, 336.5], [13211.600000000006, 337.3000000000002], [13223.899999999994, 338.0], [13230.0, 338.4000000000001], [13235.799999999988, 338.6999999999998], [13242.5, 339.0999999999999], [13249.200000000012, 339.4000000000001], [13252.700000000012, 339.5999999999999], [13256.399999999994, 339.8000000000002], [13260.299999999988, 339.9000000000001], [13264.399999999994, 340.0999999999999], [13264.399999999994, 351.0999999999999], [13259.799999999988, 354.1999999999998], [13255.399999999994, 357.1999999999998], [13246.899999999994, 362.9000000000001], [13241.100000000006, 366.8000000000002], [13235.100000000006, 370.6999999999998], [13223.0, 378.6999999999998], [13209.700000000012, 387.0999999999999], [13196.5, 395.3000000000002], [13185.0, 402.3000000000002], [13173.600000000006, 409.5999999999999], [13165.5, 415.1999999999998], [13157.600000000006, 421.1999999999998], [13150.700000000012, 427.0999999999999], [13144.299999999988, 433.5], [13141.899999999994, 436.3000000000002], [13139.600000000006, 439.1999999999998], [13137.399999999994, 442.1999999999998], [13135.5, 445.3000000000002], [13133.600000000006, 448.9000000000001], [13131.899999999994, 452.6999999999998], [13130.5, 456.5999999999999], [13129.399999999994, 460.5], [13128.600000000006, 464.0], [13128.0, 467.5], [13127.0, 474.5], [13126.200000000012, 484.0999999999999], [13125.5, 494.5], [13125.100000000006, 504.8000000000002], [13125.100000000006, 511.0], [13125.299999999988, 517.0999999999999], [13125.5, 519.0999999999999], [13125.700000000012, 523.3000000000002], [13126.299999999988, 529.5], [13127.299999999988, 537.5999999999999], [13128.600000000006, 545.6999999999998], [13129.899999999994, 553.5999999999999], [13131.299999999988, 561.1999999999998], [13128.600000000006, 569.1999999999998], [13125.100000000006, 568.8000000000002], [13121.799999999988, 568.5], [13118.700000000012, 568.1999999999998], [13115.700000000012, 567.9000000000001], [13109.899999999994, 567.3000000000002], [13104.299999999988, 566.6999999999998], [13099.200000000012, 566.1999999999998], [13094.0, 565.6999999999998], [13083.299999999988, 564.5999999999999], [13072.399999999994, 563.5], [13061.5, 562.4000000000001], [13042.5, 560.5], [13034.299999999988, 559.6999999999998], [13023.799999999988, 558.8000000000002], [13012.299999999988, 558.0], [13000.799999999988, 557.3000000000002], [12977.600000000006, 556.5], [12963.600000000006, 556.1999999999998], [12949.600000000006, 556.0999999999999], [12930.799999999988, 556.4000000000001], [12911.899999999994, 556.8000000000002], [12896.600000000006, 557.0999999999999], [12881.299999999988, 557.6999999999998], [12872.100000000006, 558.1999999999998], [12862.899999999994, 558.8000000000002], [12844.5, 560.1999999999998], [12823.200000000012, 561.8000000000002], [12802.0, 563.5], [12766.600000000006, 566.8000000000002], [12754.299999999988, 568.0999999999999], [12740.799999999988, 569.5999999999999], [12720.200000000012, 572.0999999999999], [12699.700000000012, 575.0], [12679.799999999988, 578.0], [12659.799999999988, 581.3000000000002], [12622.5, 596.5], [12619.5, 584.5], [12616.600000000006, 572.6999999999998], [12610.899999999994, 549.4000000000001], [12605.200000000012, 526.3000000000002], [12599.5, 503.0999999999999], [12592.899999999994, 476.3000000000002], [12586.299999999988, 449.5], [12579.700000000012, 422.8000000000002], [12576.5, 409.5999999999999], [12573.299999999988, 396.5999999999999], [12576.600000000006, 395.5], [12579.799999999988, 394.5], [12582.799999999988, 393.5], [12585.600000000006, 392.6999999999998], [12588.200000000012, 391.8000000000002], [12590.700000000012, 391.0], [12595.299999999988, 389.5999999999999], [12599.600000000006, 388.3000000000002], [12603.600000000006, 387.0], [12607.5, 385.9000000000001], [12611.5, 384.6999999999998], [12618.200000000012, 382.6999999999998], [12625.299999999988, 380.6999999999998], [12632.799999999988, 378.5999999999999], [12640.600000000006, 376.5], [12648.600000000006, 374.3000000000002], [12650.0, 374.0]]"
L0003,s000241,M0003,"[[9910.0, 1469.0], [9910.5, 1467.0], [9912.600000000006, 1456.9], [9914.899999999994, 1446.6], [9917.100000000006, 1436.2], [9919.399999999994, 1425.5], [9923.899999999994, 1404.0], [9928.399999999994, 1382.4], [9932.600000000006, 1361.0], [9935.0, 1348.9], [9937.200000000012, 1337.1], [9939.299999999988, 1325.7], [9940.399999999994, 1320.1], [9941.399999999994, 1314.8], [9942.399999999994, 1309.1], [9943.5, 1303.3], [9944.100000000006, 1300.3], [9944.700000000012, 1297.0], [9945.399999999994, 1293.6], [9946.0, 1289.9], [9984.399999999994, 1301.8], [9990.5, 1302.8], [9996.399999999994, 1303.7], [10002.100000000006, 1304.6], [10007.700000000012, 1305.4], [10018.700000000012, 1307.0], [10024.0, 1307.7], [10029.700000000012, 1308.5], [10044.700000000012, 1310.3], [10059.899999999994, 1311.9], [10078.399999999994, 1313.5], [10090.700000000012, 1314.7], [10119.600000000006, 1317.1], [10135.200000000012, 1318.4], [10150.799999999988, 1319.6], [10165.5, 1320.4], [10180.100000000006, 1321.0], [10193.700000000012, 1321.5], [10207.200000000012, 1322.0], [10220.100000000006, 1322.3], [10233.0, 1322.4], [10258.700000000012, 1322.4], [10273.399999999994, 1322.2], [10288.100000000006, 1321.9], [10301.700000000012, 1321.2], [10315.299999999988, 1320.4], [10328.200000000012, 1319.4], [10341.100000000006, 1318.3], [10354.5, 1316.9], [10366.799999999988, 1315.6], [10385.899999999994, 1313.3], [10405.200000000012, 1310.8], [10426.600000000006, 1307.6], [10437.200000000012, 1305.9], [10447.700000000012, 1304.2], [10448.399999999994, 1305.9], [10450.399999999994, 1310.4], [10452.700000000012, 1315.5], [10455.399999999994, 1320.5], [10457.200000000012, 1323.2], [10459.200000000012, 1325.8], [10461.299999999988, 1328.0], [10463.600000000006, 1330.1], [10464.5, 1330.7], [10466.0, 1331.7], [10468.600000000006, 1333.2], [10471.299999999988, 1334.5], [10474.0, 1335.6], [10477.100000000006, 1336.8], [10488.299999999988, 1340.8], [10502.899999999994, 1345.4], [10517.5, 1349.8], [10526.200000000012, 1352.4], [10534.899999999994, 1355.1], [10542.0, 1357.6], [10549.100000000006, 1360.4], [10563.200000000012, 1366.1], [10569.0, 1368.5], [10574.799999999988, 1371.0], [10582.399999999994, 1374.6], [10589.899999999994, 1378.6], [10597.100000000006, 1382.8], [10604.0, 1387.4], [10611.5, 1393.3], [10618.5, 1399.7], [10623.399999999994, 1404.9], [10628.0, 1410.3], [10631.399999999994, 1415.1], [10634.5, 1420.1], [10636.799999999988, 1424.1], [10638.899999999994, 1428.0], [10640.899999999994, 1432.1], [10642.700000000012, 1436.3], [10644.899999999994, 1442.1], [10646.600000000006, 1448.0], [10648.100000000006, 1454.7], [10649.299999999988, 1461.5], [10650.5, 1470.4], [10651.0, 1476.4], [10651.100000000006, 1479.4], [10651.100000000006, 1483.1], [10650.899999999994, 1485.8], [10650.600000000006, 1489.1], [10649.600000000006, 1495.6], [10648.299999999988, 1502.0], [10646.700000000012, 1508.3], [10644.799999999988, 1514.5], [10643.299999999988, 1518.5], [10641.700000000012, 1522.4], [10639.899999999994, 1526.2], [10637.899999999994, 1529.9], [10635.200000000012, 1534.7], [10632.200000000012, 1539.2], [10627.5, 1545.9], [10622.299999999988, 1552.2], [10616.600000000006, 1558.3], [10610.700000000012, 1564.3], [10605.200000000012, 1569.7], [10599.700000000012, 1574.9], [10594.799999999988, 1579.1], [10589.600000000006, 1583.4], [10588.700000000012, 1593.4], [10584.200000000012, 1593.4], [10579.899999999994, 1593.5], [10571.700000000012, 1593.6], [10555.899999999994, 1593.6], [10544.399999999994, 1593.5], [10532.600000000006, 1593.4], [10508.600000000006, 1593.0], [10492.5, 1592.8], [10476.600000000006, 1592.6], [10460.700000000012, 1592.2], [10444.799999999988, 1591.5], [10431.200000000012, 1590.5], [10417.5, 1589.3], [10377.100000000006, 1585.6], [10356.899999999994, 1583.6], [10336.700000000012, 1581.4], [10318.299999999988, 1579.2], [10299.799999999988, 1576.7], [10281.200000000012, 1573.9], [10262.600000000006, 1570.7], [10252.799999999988, 1568.7], [10243.0, 1566.6], [10223.399999999994, 1562.1], [10203.899999999994, 1557.3], [10184.399999999994, 1552.2], [10154.399999999994, 1544.3], [10139.5, 1540.3], [10124.799999999988, 1536.3], [10114.0, 1533.3], [10112.5, 1533.0], [10100.200000000012, 1529.6], [10087.799999999988, 1526.1], [10074.899999999994, 1522.5], [10062.899999999994, 1560.7], [10056.100000000006, 1558.8], [10048.799999999988, 1556.8], [10041.200000000012, 1554.8], [10033.399999999994, 1552.6], [10025.299999999988, 1550.5], [10017.100000000006, 1548.2], [10000.299999999988, 1543.8], [9983.600000000006, 1539.4], [9977.200000000012, 1537.8], [9975.399999999994, 1537.3], [9967.299999999988, 1535.2], [9959.5, 1533.3], [9951.899999999994, 1531.5], [9944.700000000012, 1529.8], [9937.899999999994, 1528.2], [9933.899999999994, 1527.3], [9929.899999999994, 1526.4], [9925.799999999988, 1525.6], [9921.399999999994, 1524.7], [9916.700000000012, 1523.7], [9914.100000000006, 1523.2], [9911.399999999994, 1522.7], [9908.5, 1522.1], [9905.399999999994, 1521.5], [9902.200000000012, 1520.9], [9898.700000000012, 1520.2], [9900.399999999994, 1512.4], [9902.299999999988, 1504.1], [9904.200000000012, 1495.4], [9906.200000000012, 1486.3], [9908.299999999988, 1476.8], [9910.0, 1469.0]]"
L0003,s000242,M0003,"[[1555.0, 1442.0], [1555.0, 1510.0], [1353.7999999999884, 1510.0], [1353.7999999999884, 1442.0], [1555.0, 1442.0]]"
L0003,s000243,M0003,"[[13448.0, 850.0], [13448.200000000012, 847.4000000000001], [13448.700000000012, 842.8000000000002], [13449.399999999994, 838.4000000000001], [13450.200000000012, 834.3000000000002], [13451.0, 830.5999999999999], [13451.5, 828.6999999999998], [13452.0, 826.6999999999998], [13452.399999999994, 825.5], [13452.799999999988, 824.1999999999998], [13453.700000000012, 821.0], [13473.299999999988, 826.5999999999999], [13487.5, 830.8000000000002], [13492.700000000012, 832.3000000000002], [13531.299999999988, 843.4000000000001], [13571.5, 854.8000000000002], [13611.700000000012, 866.0999999999999], [13638.5, 873.4000000000001], [13665.200000000012, 880.4000000000001], [13680.100000000006, 884.1999999999998], [13695.0, 887.6999999999998], [13704.700000000012, 889.8000000000002], [13714.299999999988, 891.9000000000001], [13723.399999999994, 894.0999999999999], [13732.399999999994, 896.1999999999998], [13748.200000000012, 899.5999999999999], [13764.100000000006, 902.8000000000002], [13783.399999999994, 906.5999999999999], [13802.799999999988, 910.1999999999998], [13812.799999999988, 911.9000000000001], [13822.799999999988, 913.4000000000001], [13832.799999999988, 914.8000000000002], [13842.799999999988, 916.0], [13853.5, 917.0999999999999], [13864.200000000012, 918.0], [13885.600000000006, 919.5999999999999], [13936.600000000006, 923.0999999999999], [13962.100000000006, 924.6999999999998], [13987.600000000006, 925.9000000000001], [14010.0, 926.6999999999998], [14032.399999999994, 927.3000000000002], [14068.100000000006, 927.9000000000001], [14086.0, 928.0], [14103.799999999988, 928.0999999999999], [14118.299999999988, 927.9000000000001], [14139.799999999988, 927.4000000000001], [14150.600000000006, 927.0999999999999], [14161.600000000006, 926.6999999999998], [14171.899999999994, 926.4000000000001], [14182.399999999994, 926.0999999999999], [14190.0, 925.8000000000002], [14203.200000000012, 925.4000000000001], [14213.399999999994, 925.0999999999999], [14223.399999999994, 924.6999999999998], [14233.100000000006, 924.3000000000002], [14242.5, 924.0], [14251.100000000006, 923.5999999999999], [14255.5, 923.4000000000001], [14260.0, 923.1999999999998], [14264.700000000012, 923.0], [14269.799999999988, 922.6999999999998], [14275.200000000012, 922.5], [14281.100000000006, 922.1999999999998], [14253.299999999988, 1013.5], [14248.0, 1054.3000000000002], [14241.5, 1054.3000000000002], [14234.700000000012, 1054.4], [14220.5, 1054.4], [14213.100000000006, 1054.5], [14205.5, 1054.5], [14190.0, 1054.6], [14174.200000000012, 1054.6999999999998], [14126.299999999988, 1054.6999999999998], [14111.299999999988, 1054.6], [14096.5, 1054.5], [14067.200000000012, 1054.3000000000002], [14037.799999999988, 1053.9], [14023.0, 1053.5], [14008.200000000012, 1053.0], [13997.0, 1052.5], [13978.299999999988, 1051.5], [13959.700000000012, 1050.0], [13946.700000000012, 1048.6999999999998], [13933.899999999994, 1047.1999999999998], [13919.0, 1045.3000000000002], [13911.5, 1044.1999999999998], [13903.799999999988, 1042.9], [13889.799999999988, 1040.4], [13875.899999999994, 1037.6999999999998], [13869.100000000006, 1036.3000000000002], [13862.5, 1034.9], [13856.200000000012, 1033.6], [13850.200000000012, 1032.3000000000002], [13850.899999999994, 1028.0], [13844.200000000012, 1026.9], [13837.899999999994, 1025.8000000000002], [13831.799999999988, 1024.6999999999998], [13825.899999999994, 1023.6999999999998], [13814.399999999994, 1021.6999999999998], [13803.100000000006, 1019.5999999999999], [13794.299999999988, 1017.9000000000001], [13785.299999999988, 1016.1999999999998], [13767.0, 1012.5999999999999], [13748.5, 1008.8000000000002], [13730.0, 1005.0], [13714.5, 1001.8000000000002], [13699.200000000012, 998.5], [13683.899999999994, 995.0999999999999], [13668.799999999988, 991.5], [13653.399999999994, 987.5], [13638.100000000006, 983.1999999999998], [13622.899999999994, 978.5], [13607.799999999988, 973.4000000000001], [13594.799999999988, 968.5999999999999], [13581.799999999988, 963.6999999999998], [13556.0, 953.9000000000001], [13544.899999999994, 949.5999999999999], [13533.899999999994, 945.0], [13523.0, 940.1999999999998], [13512.200000000012, 935.1999999999998], [13501.600000000006, 929.6999999999998], [13491.299999999988, 923.9000000000001], [13481.399999999994, 917.5], [13476.5, 914.0999999999999], [13471.799999999988, 910.5999999999999], [13468.0, 907.5999999999999], [13464.299999999988, 904.4000000000001], [13461.799999999988, 901.8000000000002], [13459.299999999988, 899.0999999999999], [13457.100000000006, 896.1999999999998], [13455.100000000006, 893.1999999999998], [13453.5, 890.3000000000002], [13452.0, 887.1999999999998], [13450.899999999994, 884.0999999999999], [13449.899999999994, 880.9000000000001], [13449.100000000006, 877.5], [13448.5, 874.0999999999999], [13448.0, 870.5999999999999], [13447.700000000012, 867.0999999999999], [13447.5, 862.1999999999998], [13447.5, 857.1999999999998], [13447.799999999988, 852.3000000000002], [13448.0, 850.0]]"
L0003,s000244,M0003,"[[938.0, 1010.0], [938.0, 1070.7], [805.7000000000116, 1070.7], [805.7000000000116, 1010.0], [938.0, 1010.0]]"
L0003,s000245,M0003,"[[15482.0, 869.0], [15480.799999999988, 874.4000000000001], [15479.899999999994, 878.3], [15478.399999999994, 886.2], [15477.0, 894.0], [15475.600000000006, 903.8], [15473.899999999994, 918.0], [15472.899999999994, 931.6999999999998], [15472.399999999994, 941.9000000000001], [15472.0, 950.5], [15471.799999999988, 955.0], [15471.600000000006, 959.6999999999998], [15471.5, 961.5], [15471.299999999988, 964.0], [15471.200000000012, 966.4000000000001], [15471.0, 968.5999999999999], [15471.0, 970.5], [15470.899999999994, 971.6999999999998], [15470.899999999994, 976.3000000000002], [15471.0, 978.1999999999998], [15471.200000000012, 980.4000000000001], [15471.299999999988, 982.8000000000002], [15471.399999999994, 985.4000000000001], [15471.5, 987.0999999999999], [15471.799999999988, 991.8000000000002], [15472.0, 996.3000000000002], [15472.299999999988, 1004.9000000000001], [15472.5, 1010.0], [15472.700000000012, 1015.0999999999999], [15473.700000000012, 1028.9], [15475.299999999988, 1043.0], [15476.700000000012, 1052.8000000000002], [15478.0, 1060.6999999999998], [15479.5, 1068.6], [15480.399999999994, 1072.5], [15481.600000000006, 1077.9], [15483.100000000006, 1085.0], [15484.600000000006, 1091.9], [15486.5, 1099.5], [15488.399999999994, 1105.6999999999998], [15490.399999999994, 1112.0], [15492.600000000006, 1118.4], [15495.0, 1124.8000000000002], [15497.0, 1130.1], [15499.600000000006, 1137.1999999999998], [15501.100000000006, 1140.8000000000002], [15502.5, 1144.6999999999998], [15508.799999999988, 1160.9], [15425.200000000012, 1234.4], [15354.200000000012, 1206.4], [15357.700000000012, 1186.3000000000002], [15358.200000000012, 1183.4], [15359.0, 1179.0], [15359.799999999988, 1174.3000000000002], [15360.5, 1170.1], [15361.200000000012, 1166.0], [15362.100000000006, 1160.3000000000002], [15363.100000000006, 1153.6999999999998], [15364.100000000006, 1145.8000000000002], [15365.0, 1138.1], [15365.600000000006, 1131.9], [15366.200000000012, 1124.3000000000002], [15366.5, 1119.5], [15366.799999999988, 1113.8000000000002], [15366.899999999994, 1110.6999999999998], [15366.899999999994, 1104.3000000000002], [15366.600000000006, 1099.9], [15366.0, 1095.1999999999998], [15365.5, 1091.5], [15364.899999999994, 1087.6], [15363.200000000012, 1077.3000000000002], [15361.600000000006, 1067.6999999999998], [15359.700000000012, 1054.0], [15358.5, 1043.1], [15357.200000000012, 1029.1], [15356.5, 1019.0999999999999], [15356.200000000012, 1013.8000000000002], [15355.700000000012, 1005.3000000000002], [15355.200000000012, 993.8000000000002], [15355.100000000006, 986.9000000000001], [15354.799999999988, 973.5999999999999], [15354.799999999988, 970.1999999999998], [15354.899999999994, 969.4000000000001], [15355.100000000006, 959.4000000000001], [15355.299999999988, 952.5], [15355.899999999994, 941.0], [15356.399999999994, 932.5], [15356.700000000012, 927.1999999999998], [15357.5, 917.1999999999998], [15358.799999999988, 903.3], [15360.100000000006, 892.4000000000001], [15362.0, 878.5999999999999], [15363.600000000006, 869.0999999999999], [15364.5, 863.8], [15365.399999999994, 858.7], [15366.0, 854.9000000000001], [15366.5, 851.2], [15367.100000000006, 846.5], [15367.399999999994, 842.0], [15367.5, 838.5999999999999], [15367.5, 835.7], [15367.399999999994, 832.5999999999999], [15367.100000000006, 826.9000000000001], [15366.899999999994, 822.0999999999999], [15366.200000000012, 814.4000000000001], [15365.600000000006, 808.3], [15364.799999999988, 800.5999999999999], [15363.799999999988, 792.5999999999999], [15362.899999999994, 786.0999999999999], [15362.0, 780.4000000000001], [15361.299999999988, 776.2], [15360.600000000006, 772.0], [15359.600000000006, 765.8], [15359.100000000006, 762.8], [15358.600000000006, 760.0], [15355.200000000012, 739.9000000000001], [15426.299999999988, 712.2], [15509.600000000006, 786.0], [15503.200000000012, 802.2], [15501.799999999988, 806.0], [15499.600000000006, 811.5], [15497.600000000006, 816.8], [15495.600000000006, 822.0999999999999], [15493.200000000012, 828.5], [15491.0, 834.9000000000001], [15488.899999999994, 841.2], [15487.100000000006, 847.4000000000001], [15485.100000000006, 855.0], [15483.600000000006, 861.8], [15482.0, 869.0]]"
L0003,s000246,M0003,"[[16250.0, 1178.0], [16245.799999999988, 1229.8000000000002], [16222.700000000012, 1229.6999999999998], [16195.799999999988, 1229.6999999999998], [16193.0, 1229.8000000000002], [16184.5, 1229.8000000000002], [16180.899999999994, 1229.6999999999998], [16170.100000000006, 1229.6999999999998], [16166.600000000006, 1229.3000000000002], [16164.399999999994, 1228.9], [16162.5, 1228.5], [16161.100000000006, 1228.1999999999998], [16159.799999999988, 1227.9], [16158.799999999988, 1227.6], [16157.700000000012, 1227.4], [16156.399999999994, 1227.0], [16155.0, 1226.6], [16153.5, 1226.1], [16152.0, 1225.4], [16150.200000000012, 1224.6], [16148.299999999988, 1223.6], [16147.200000000012, 1223.0], [16145.600000000006, 1221.9], [16144.200000000012, 1220.9], [16143.0, 1220.0], [16142.0, 1219.1], [16141.200000000012, 1218.3000000000002], [16140.399999999994, 1217.6], [16138.100000000006, 1215.3000000000002], [16137.399999999994, 1214.6], [16136.5, 1213.6999999999998], [16135.600000000006, 1212.6999999999998], [16134.5, 1211.5], [16132.399999999994, 1208.6999999999998], [16130.299999999988, 1204.9], [16129.5, 1202.9], [16128.799999999988, 1201.1], [16128.200000000012, 1199.3000000000002], [16127.700000000012, 1197.8000000000002], [16127.100000000006, 1195.0], [16126.700000000012, 1193.5], [16126.5, 1191.9], [16126.100000000006, 1189.5], [16125.899999999994, 1187.0], [16125.799999999988, 1185.3000000000002], [16125.700000000012, 1183.8000000000002], [16125.700000000012, 1173.1], [16125.799999999988, 1169.4], [16125.899999999994, 1166.3000000000002], [16126.200000000012, 1160.4], [16126.600000000006, 1154.6], [16127.0, 1149.4], [16128.100000000006, 1134.5], [16129.0, 1122.3000000000002], [16129.899999999994, 1110.1999999999998], [16130.799999999988, 1097.8000000000002], [16132.0, 1084.5], [16133.100000000006, 1071.6], [16133.899999999994, 1061.4], [16135.100000000006, 1046.6], [16135.5, 1042.6], [16136.5, 1032.6999999999998], [16136.899999999994, 1029.6999999999998], [16137.700000000012, 1023.9000000000001], [16138.100000000006, 1021.4000000000001], [16138.5, 1019.1999999999998], [16139.0, 1016.8000000000002], [16139.299999999988, 1015.4000000000001], [16139.600000000006, 1014.1999999999998], [16139.799999999988, 1013.3000000000002], [16140.0, 1012.4000000000001], [16140.200000000012, 1011.5], [16140.5, 1010.5], [16140.799999999988, 1009.3000000000002], [16141.200000000012, 1007.8000000000002], [16141.700000000012, 1006.0], [16142.299999999988, 1004.0999999999999], [16144.100000000006, 1000.0], [16146.200000000012, 996.5], [16147.600000000006, 994.3000000000002], [16148.899999999994, 992.4000000000001], [16150.100000000006, 990.8000000000002], [16151.100000000006, 989.5], [16154.299999999988, 985.4000000000001], [16158.799999999988, 982.9000000000001], [16160.100000000006, 982.1999999999998], [16162.299999999988, 981.0999999999999], [16165.100000000006, 979.8000000000002], [16167.799999999988, 978.5999999999999], [16171.0, 977.5999999999999], [16175.600000000006, 976.5], [16179.299999999988, 976.0], [16182.799999999988, 975.6999999999998], [16186.0, 975.8000000000002], [16190.0, 976.0999999999999], [16192.600000000006, 976.4000000000001], [16193.799999999988, 976.5999999999999], [16194.899999999994, 976.8000000000002], [16198.100000000006, 977.4000000000001], [16204.200000000012, 978.5999999999999], [16209.399999999994, 979.6999999999998], [16218.100000000006, 981.5999999999999], [16226.299999999988, 983.4000000000001], [16231.100000000006, 984.4000000000001], [16235.600000000006, 985.4000000000001], [16239.899999999994, 986.3000000000002], [16243.700000000012, 987.0999999999999], [16265.299999999988, 991.5999999999999], [16250.0, 1178.0]]"
L0003,s000247,M0003,"[[16120.0, 874.0], [16120.0, 1081.1], [15958.0, 1081.1], [15958.0, 874.0], [16120.0, 874.0]]"
L0003,s000248,M0003,"[[16657.0, 748.0], [16657.0, 930.0], [16576.899999999994, 930.0], [16576.899999999994, 748.0], [16657.0, 748.0]]"
